,LSOA,Assault With Injury,Common Assault,Harassment,Murder,Offensive Weapon,Other Violence,Personal Property,Theft Person,Wounding/GBH
1137,E01001160,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,E01001161,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
1139,E01001162,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,E01001163,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,E01001164,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1142,E01001165,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
1143,E01001166,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
1144,E01001167,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
1145,E01001168,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,E01001169,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1147,E01001170,2.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
1148,E01001171,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1149,E01001172,4.0,4.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0
1150,E01001173,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,E01001174,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,E01001175,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
1153,E01001176,3.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0
1154,E01001177,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0
1155,E01001178,5.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
1156,E01001179,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1157,E01001180,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
1158,E01001181,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,E01001182,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1160,E01001183,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1161,E01001184,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,E01001185,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1163,E01001186,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
1164,E01001187,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1165,E01001188,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1166,E01001189,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,E01001190,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1168,E01001191,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,E01001192,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1170,E01001193,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,E01001194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1172,E01001195,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1173,E01001196,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0
1174,E01001197,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,E01001198,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,E01001199,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1177,E01001200,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0
1178,E01001201,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1179,E01001202,1.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
1180,E01001203,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1181,E01001204,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,E01001205,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,E01001206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,E01001207,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0
1185,E01001208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,E01001209,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
1187,E01001210,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1188,E01001211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,E01001212,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,E01001213,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
1191,E01001214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1192,E01001215,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
1193,E01001216,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
1194,E01001217,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
1195,E01001218,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1196,E01001219,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1197,E01001220,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1198,E01001221,7.0,14.0,3.0,0.0,1.0,0.0,2.0,6.0,2.0
1199,E01001222,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
1200,E01001223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,E01001224,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1202,E01001225,0.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
1203,E01001226,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,E01001227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,E01001228,1.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0
1206,E01001229,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,E01001230,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1208,E01001231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1209,E01001232,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1210,E01001233,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
1211,E01001234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1212,E01001235,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
1213,E01001236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,E01001237,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1215,E01001238,1.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
1216,E01001239,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1217,E01001240,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
1218,E01001241,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
1219,E01001242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,E01001243,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1221,E01001244,3.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0
1222,E01001245,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1223,E01001246,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1224,E01001247,4.0,8.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0
1225,E01001248,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,E01001249,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,E01001250,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,E01001251,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1229,E01001252,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
1230,E01001253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1231,E01001254,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1232,E01001255,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1233,E01001257,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,E01001258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,E01001259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,E01001260,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
1237,E01001261,3.0,6.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0
1238,E01001262,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,E01001263,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1240,E01001264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,E01001265,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
1242,E01001266,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,E01001267,2.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0
1244,E01001268,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,E01001269,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1246,E01001270,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,E01001271,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
1248,E01001272,0.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
1249,E01001273,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,E01001274,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,E01001275,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,E01001276,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,E01001277,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,E01001278,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
1255,E01001279,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1256,E01001280,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,E01001281,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,E01001282,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1259,E01001283,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,E01001284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1261,E01001285,2.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0
1262,E01001286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,E01001287,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1264,E01001288,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,E01001289,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1266,E01001290,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
1267,E01001291,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1268,E01001292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269,E01001293,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1270,E01001294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,E01001295,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1272,E01001296,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
1273,E01001297,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,E01001298,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
1275,E01001299,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,E01001300,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,E01001301,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1278,E01001302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,E01001303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,E01001304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1281,E01001305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,E01001306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,E01001307,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,E01001308,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
1285,E01001309,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,E01001310,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,E01001311,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,E01001312,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,E01001313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,E01001314,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,E01001315,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,E01001316,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,E01001317,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1294,E01001318,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1295,E01001319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,E01001320,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
1297,E01001321,2.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1298,E01001322,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1299,E01001323,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0
1300,E01001324,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,E01001325,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,E01001326,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,E01001327,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1304,E01001328,3.0,1.0,9.0,0.0,0.0,2.0,1.0,1.0,0.0
1305,E01001329,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,E01001330,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
1307,E01001331,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
1308,E01001332,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
1309,E01001333,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
1310,E01001334,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,E01001335,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1312,E01001336,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
1313,E01001337,1.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,2.0
1314,E01001338,0.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0
1315,E01001339,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1316,E01001340,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
1317,E01001341,7.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
1318,E01001342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,E01001343,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
1320,E01001344,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0
1321,E01001345,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,E01001346,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,E01001347,2.0,4.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0
1324,E01001348,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1325,E01001349,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,E01001350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,E01001351,3.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0
1328,E01001352,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
1329,E01001353,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1330,E01001354,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
1331,E01001355,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0
1332,E01001356,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
1333,E01001357,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1334,E01001358,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,E01001359,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
1336,E01001360,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,E01001361,6.0,15.0,9.0,0.0,0.0,0.0,7.0,5.0,6.0
1338,E01001362,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
1339,E01001363,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,E01001364,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
1341,E01001365,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1342,E01001366,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1343,E01001367,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0
1344,E01001368,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,E01001369,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,E01001370,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1347,E01001371,1.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0
1348,E01001372,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,E01001373,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,E01001374,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,E01001375,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1352,E01001376,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,E01001377,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
1354,E01001379,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,E01001380,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
1356,E01001381,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1357,E01001382,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,E01001383,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1359,E01001384,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,E01001385,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,E01001386,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1362,E01001387,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,E01001388,2.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0
1364,E01001389,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1365,E01001390,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,E01001391,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1367,E01001392,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1368,E01001393,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1369,E01001394,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,E01001395,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,E01001396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,E01001397,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1373,E01001398,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,E01001399,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1375,E01001400,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
1376,E01001401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,E01001402,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,E01001403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,E01001404,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,E01001405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1381,E01001406,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,E01001407,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1383,E01001408,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
1384,E01001409,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1385,E01001410,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1386,E01001411,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,E01001412,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
1388,E01001413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,E01001414,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
1390,E01001415,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0
1391,E01001416,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1392,E01001417,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1393,E01001418,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,E01001419,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
1395,E01001420,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
1396,E01001421,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,E01001422,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,E01001423,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1399,E01001424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,E01001425,3.0,5.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0
1401,E01001426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,E01001427,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
1403,E01001428,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1404,E01001429,3.0,9.0,7.0,0.0,0.0,1.0,5.0,1.0,2.0
1405,E01001430,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1406,E01001431,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,E01001432,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
1408,E01001433,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1409,E01001434,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,E01001435,2.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0
1411,E01001436,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1412,E01001437,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,E01001438,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1414,E01001439,3.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,3.0
1415,E01001440,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1416,E01001441,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
1417,E01001442,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1418,E01001444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1419,E01001445,3.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1420,E01001446,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,E01001447,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1422,E01001448,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,E01001449,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
1424,E01001450,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0
1425,E01001451,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1426,E01001452,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1427,E01001453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1428,E01001454,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,E01001455,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1430,E01001456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,E01001457,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1432,E01001458,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1433,E01001459,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1434,E01001460,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0
1435,E01001461,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1436,E01001462,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
1437,E01001463,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
1438,E01001464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1439,E01001465,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
1440,E01001466,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1441,E01001467,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1442,E01001468,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1443,E01001469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1444,E01001470,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,E01001471,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1446,E01001472,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1447,E01001473,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1448,E01001474,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,E01001475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,E01001476,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
1451,E01001477,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1452,E01001478,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
