Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
a48be7b85a6a987b515533f894128e087a0788f45293974442aeeed20e303bd8,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.05278,51.547534,On or near Bus/Coach Station,E01001760,Hackney 017C,Theft from the person,Status update unavailable,
26078d495af79655aeeaf84e873bf6404bd3b792af89f87e624a757639b05409,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.029449,51.550077,On or near Lockgate Close,E01001846,Hackney 018A,Theft from the person,Status update unavailable,
71c24f62c25f13e3d719479567ca21d01275e3a49bce6cf98fd3d163a2bb9067,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.039276,51.546275,On or near Hassett Road,E01001848,Hackney 018C,Theft from the person,Status update unavailable,
9f587a7aeff07b235aeb3a94df3b7baf021b0d67e6df83e9ab209e08bc4e6fd2,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.035626,51.545288,On or near Wick Road,E01001848,Hackney 018C,Theft from the person,Status update unavailable,
2beffa9fe199acef3ab9e899270080909b1e43e4f5b6ccc4a40cd17f8a308352,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.031147,51.544143,On or near Cowdry Road,E01001849,Hackney 018D,Theft from the person,Status update unavailable,
81e5052e2b7beaf2abb88a069f6fd7bd27c2494535e3a077906e281f8967504f,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.027806,51.544698,On or near Trowbridge Road,E01001849,Hackney 018D,Theft from the person,Status update unavailable,
0d69841f86d17e98860ced578bf98df82d75b3cfafb71d6b7bec346fa908d77d,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.025998,51.543166,On or near St Anthony'S Close,E01001849,Hackney 018D,Theft from the person,Investigation complete; no suspect identified,
a92dd22a0774220f2ac20f5f428e1e3b46a7382d87e86b34c1e74abb5b7333f1,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.046099,51.550625,On or near Hospital,E01001729,Hackney 019A,Theft from the person,Investigation complete; no suspect identified,
ac346a8cdf684c9d1f86c6ff3e72f72e4848241fb9f2e18150ad2657029f5457,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.043112,51.550323,On or near Brooksby'S Walk,E01001729,Hackney 019A,Theft from the person,Investigation complete; no suspect identified,
18fc96b9e3de35a7a33f9662be55131ab77b7f103027aa8b8d76a51da7a013d6,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.048463,51.545269,On or near Retreat Place,E01001732,Hackney 019C,Theft from the person,Status update unavailable,
270bd9eacced01be4665199cbcad71666f7d3fc6ab27bffbfe11680772b65670,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.051944,51.550209,On or near Rowe Lane,E01001735,Hackney 019D,Theft from the person,Status update unavailable,
3cbd5f81ea98f99715eb3870587691f34025d0212fb2327691536b156ef48f6e,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.051271,51.54875,On or near Sutton Place,E01001735,Hackney 019D,Theft from the person,Investigation complete; no suspect identified,
81971533338de41c34014dc003acacdff819c34b2133f7f19787cb5cbcd25860,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.041998,51.547031,On or near Barnabas Road,E01001850,Hackney 019F,Theft from the person,Investigation complete; no suspect identified,
4d4c1f46cf5bafa462d4a58cce27d6ffa62bd6a6810bc12651468f8a032fa117,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.041998,51.547031,On or near Barnabas Road,E01001850,Hackney 019F,Theft from the person,Investigation complete; no suspect identified,
dced2139929850127ab2be50fa02b4ca36182c1be908b5ee8a45f3d5468ccda8,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.074217,51.547762,On or near Shopping Area,E01001748,Hackney 020A,Theft from the person,Investigation complete; no suspect identified,
61f6593bd3283f0d3ce91c0a359d63caa40f54e09dd0a05cf19c1bf5056a9891,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.074217,51.547762,On or near Shopping Area,E01001748,Hackney 020A,Theft from the person,Status update unavailable,
fbb638efbab89890f9d267b49448b97eaba4630c84a367dbbf699074cddc8966,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.073987,51.547741,On or near Supermarket,E01001748,Hackney 020A,Theft from the person,Investigation complete; no suspect identified,
22ada7b22464f600ed9a150dbf2b37dbfc35ba63cf349f05519305a7e9b143ec,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.073987,51.547741,On or near Supermarket,E01001748,Hackney 020A,Theft from the person,Status update unavailable,
6e0a036a2a1eed3a18b85497fdbd53421a0b1323de14a48806eef60d57b3c3aa,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.072189,51.548314,On or near Shopping Area,E01001748,Hackney 020A,Theft from the person,Status update unavailable,
f3d95160d3363e399844ab57469e54a97d50f2b373b6e61bbdea5c3057550065,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.072189,51.548314,On or near Shopping Area,E01001748,Hackney 020A,Theft from the person,Status update unavailable,
dbbcdfdcb6b8d4934f33de8addf2bf49cdaba6146a1f36e7d3f0f37deb065ebf,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.066861,51.546418,On or near Clifton Grove,E01001749,Hackney 020B,Theft from the person,Status update unavailable,
baef2705977b67955fd37d051d5a1ae8f8e8be54016e7184c9cad51c1c369205,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.066844,51.541032,On or near Lavender Grove,E01001816,Hackney 020D,Theft from the person,Investigation complete; no suspect identified,
7817993190015a0ea0bbce5c702d39fd9feea10281146be74bf03a467ee5aac0,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.072521,51.539785,On or near Albion Square,E01001819,Hackney 020E,Theft from the person,Status update unavailable,
851b0b401899585044cd387fc0b7ed7d4de0776bf6fb70638681931053774972,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.06867,51.54251,On or near Lenthall Road,E01001819,Hackney 020E,Theft from the person,Investigation complete; no suspect identified,
0f04abbab9108dd675d0c5ae325828e963fcb99d0f5e019aeb952ff3821b9722,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.080372,51.542702,On or near Englefield Road,E01001750,Hackney 021C,Theft from the person,Status update unavailable,
6d41de716e0bde7c42df7b46815268fa2a50658db60fa1cb62f7a6ec2909b559,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.078329,51.540546,On or near Hertford Road,E01001750,Hackney 021C,Theft from the person,Investigation complete; no suspect identified,
34d912bb1636d2cb0b8abd4f5576dbcebbaad1f7f790a4988609252500909f7f,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.084662,51.54118,On or near Deacon Mews,E01001751,Hackney 021D,Theft from the person,Status update unavailable,
5d084ca62f71b5c88f7d88b24cbef96191b480979bd76f2f04b5b7209ee375d4,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.083717,51.542388,On or near Ufton Grove,E01001751,Hackney 021D,Theft from the person,Status update unavailable,
47d9a0a81cb50a33887bcd0af743acf2e32ccbbcb3851acbe97543b70a34b382,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.083205,51.541183,On or near Ufton Road,E01001751,Hackney 021D,Theft from the person,Status update unavailable,
ddc02a86094889fa79498aaa3f1a02cc4287c61e2f6d03ee6a7f08746bd41e5e,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.079839,51.545445,On or near Tottenham Road,E01001756,Hackney 021E,Theft from the person,Status update unavailable,
19e06a212ed272398e963d842fa2e672f432d5364a3790d2cd53767ccee9024c,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.07797,51.545648,On or near Parking Area,E01001756,Hackney 021E,Theft from the person,Investigation complete; no suspect identified,
dbad1f588fa9269ea4f89bda98378f9725b7704d1ebfa2a0e8b9a5dc88771957,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076542,51.54531,On or near Nimrod Passage,E01001756,Hackney 021E,Theft from the person,Investigation complete; no suspect identified,
31a1a94bc1be9f381b3a8387b6fcba5beb4995dd480409b2728facb60d6a4a84,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076542,51.54531,On or near Nimrod Passage,E01001756,Hackney 021E,Theft from the person,Investigation complete; no suspect identified,
d6d0f2320cffbd5ecfe037ab1a2a4172355407b7da67d17d4a5ec00b24b26081,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076526,51.545687,On or near Bentley Road,E01001756,Hackney 021E,Theft from the person,Investigation complete; no suspect identified,
92d85050d3acd466ea276199035180654b7be2423989e8c7b9f1918c08907936,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.07602,51.54844,On or near Bradbury Street,E01033699,Hackney 021G,Theft from the person,Status update unavailable,
0e10656f051062d55e36182ab36c12825bfed6636df40d36f687088baf9f486d,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.075978,51.549095,On or near Gillett Place,E01033699,Hackney 021G,Theft from the person,Investigation complete; no suspect identified,
f0b05af387a048dea6ad184b94a0209ad763dc8b0e13fc862e647bb6ad5bfa04,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.075978,51.549095,On or near Gillett Place,E01033699,Hackney 021G,Theft from the person,Investigation complete; no suspect identified,
2aa933ec895528334f463cefff2a3ff1bdc93ddd4b873bac69ed4ab21deee1b8,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.075978,51.549095,On or near Gillett Place,E01033699,Hackney 021G,Theft from the person,Status update unavailable,
379577b7d9c5fb6d72c7bc31803afa29a31ba780c1e2371a6b76e720838ec1a4,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.075386,51.547404,On or near Stanborough Passage,E01033699,Hackney 021G,Theft from the person,Investigation complete; no suspect identified,
2cc84e0ebeabb62186df1d4b3214771d2b23c22473ee07ec55a6b6478bd8709e,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.075386,51.547404,On or near Stanborough Passage,E01033699,Hackney 021G,Theft from the person,Status update unavailable,
c98fa74b8345722595ea1f65f5b62a63170a8ac04d46d6017d15acb4afec4672,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.075386,51.547404,On or near Stanborough Passage,E01033699,Hackney 021G,Theft from the person,Investigation complete; no suspect identified,
54bc624ea023bb1b339a71da31f401441d61c15a2f3b998ef2e13037959194c7,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.075386,51.547404,On or near Stanborough Passage,E01033699,Hackney 021G,Theft from the person,Status update unavailable,
2752acb8539b04b09363f5174e1d21270c5a6cadd8b4bd5e5fcd6f2c3377b0a1,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.074953,51.548431,On or near Winchester Place,E01033699,Hackney 021G,Theft from the person,Status update unavailable,
5622639f816353ad562d4be14e5592bb4ca324702477fed8912ad85f6f21b6b6,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.074666,51.549092,On or near Birkbeck Mews,E01033699,Hackney 021G,Theft from the person,Investigation complete; no suspect identified,
4bd7f5677743a39575204d5b76c5abc14058e3fa5e71e3df4a84ba555ff93e61,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.073343,51.550347,On or near Alvington Crescent,E01033699,Hackney 021G,Theft from the person,Status update unavailable,
4bd7f5677743a39575204d5b76c5abc14058e3fa5e71e3df4a84ba555ff93e61,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.073343,51.550347,On or near Alvington Crescent,E01033699,Hackney 021G,Theft from the person,Status update unavailable,
16c43c07709edb6b5ce9662410591bef563987bf4f700eb0559f6274bbdb50cd,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.073343,51.550347,On or near Alvington Crescent,E01033699,Hackney 021G,Theft from the person,Investigation complete; no suspect identified,
3971f35505627100403a84a040d995e5c544a4b9c96c7d4fa3bc186971ad0e5a,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076007,51.546371,On or near Kingsland Passage,E01033700,Hackney 021H,Theft from the person,Investigation complete; no suspect identified,
8f4bd7e1a0e3c2b55939c483ebe5f68ebf1e370caf59101c509711561bd5ad7c,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076007,51.546371,On or near Kingsland Passage,E01033700,Hackney 021H,Theft from the person,Investigation complete; no suspect identified,
44d2eaf0e88d4284e0e893104148d1c964e2c940a923a945daaac59109d51818,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076007,51.546371,On or near Kingsland Passage,E01033700,Hackney 021H,Theft from the person,Status update unavailable,
02c88e672861f881182b0f0834ab9568e087cb671512217b288cab7788b7839c,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076007,51.546371,On or near Kingsland Passage,E01033700,Hackney 021H,Theft from the person,Status update unavailable,
239364517dd82ed82b49fa3c6b369a20ec9c1cc740e723577d86d5d8705e62dd,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076007,51.546371,On or near Kingsland Passage,E01033700,Hackney 021H,Theft from the person,Status update unavailable,
41984a485766035b484c2d8f64ba880203ad4976236d3d42b01ad22f15250548,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.074905,51.54683,On or near Ashwin Street,E01033700,Hackney 021H,Theft from the person,Status update unavailable,
df1398543300f95266ef746942bbf95ef7053828fa07e46d5b9e3e84e3d44a57,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.074905,51.54683,On or near Ashwin Street,E01033700,Hackney 021H,Theft from the person,Status update unavailable,
714239e6d30a6f5473652948cf1d8fbe48507058542717a0066b31915c12b722,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.074905,51.54683,On or near Ashwin Street,E01033700,Hackney 021H,Theft from the person,Investigation complete; no suspect identified,
db1c59c1fa0881ef8aa95d32c10a8ccf7cb29f446692d6f6c1a09e9730c31f35,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.073568,51.546403,On or near Hartwell Street,E01033700,Hackney 021H,Theft from the person,Investigation complete; no suspect identified,
cdb415bf691ab8dc0a67fbcec1ec1cb2ec7cbabc30a190338fe1a54aad1707ce,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.071727,51.546265,On or near Dalston Lane,E01033700,Hackney 021H,Theft from the person,Investigation complete; no suspect identified,
1e755db50ca44a1431d2269d8721594f26897c9a96f8c8842c0d31b2fee1bbc0,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076604,51.54041,On or near Kingsland Road,E01033707,Hackney 021I,Theft from the person,Status update unavailable,
2988bca7faeb195c68722a537bd8ea4ca1d534e3e665aa581afeee279b2feafd,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076604,51.54041,On or near Kingsland Road,E01033707,Hackney 021I,Theft from the person,Status update unavailable,
e8e66d43d94c06eac571f72956ce1b7a25e717a4bbdc028160c4bcb0b0b8ea4b,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076176,51.541662,On or near Kingsland Road,E01033707,Hackney 021I,Theft from the person,Status update unavailable,
88689fcec52507540badd7a34ad7a5ef069495d4ab4df1b2046c085328ee15a6,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076176,51.541662,On or near Kingsland Road,E01033707,Hackney 021I,Theft from the person,Investigation complete; no suspect identified,
d93008a4027db628a68bb56016ca913748de63f76fd94a20e58498d21757786a,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076018,51.538916,On or near Arbutus Street,E01033707,Hackney 021I,Theft from the person,Investigation complete; no suspect identified,
8390b502c9d040b049a625f17602c12fabbbea326391d6b7febe3fe36e3965c1,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076018,51.538916,On or near Arbutus Street,E01033707,Hackney 021I,Theft from the person,Status update unavailable,
2677abce77f8b97d22e2df7938499c052dda4a6e8eb6b2a8dbeeef337023c948,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076018,51.538916,On or near Arbutus Street,E01033707,Hackney 021I,Theft from the person,Investigation complete; no suspect identified,
274332ae2355c1d82c098a432e93a89df1e189b08429b1c6cc780debfc9ca2ca,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076018,51.538916,On or near Arbutus Street,E01033707,Hackney 021I,Theft from the person,Investigation complete; no suspect identified,
1087535bf16a73dfe2fc5e5a28ffb150932e54c164772458476d5fcfea25dcbf,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.075073,51.542849,On or near Richmond Road,E01033707,Hackney 021I,Theft from the person,Status update unavailable,
c87c07ec1c1d866804726a1f636df4e2d5fb5f35894f190e9a8da5cf5fed8983,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.044855,51.536908,On or near Connor Street,E01001836,Hackney 022A,Theft from the person,Status update unavailable,
9cc52a6b5de0142756528185fa69869dcda2f9c0a57ea719f7c9d1b8194668f5,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.044362,51.537647,On or near Ruthven Street,E01001836,Hackney 022A,Theft from the person,Status update unavailable,
94c6275964f74700e65224d060f9bedf5def2f03f1daade0b5c1713abe37eda1,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.04354,51.537984,On or near Shafton Road,E01001836,Hackney 022A,Theft from the person,Status update unavailable,
0fe80cdecfacaeb6a60b6d5607b4b3fa014564787687ba4848bb639eca4cdf5e,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.04354,51.537984,On or near Shafton Road,E01001836,Hackney 022A,Theft from the person,Status update unavailable,
8e231004db005446f1421d3eaa720a0266d7c7ffed653204df7f96b051facffa,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.04354,51.537984,On or near Shafton Road,E01001836,Hackney 022A,Theft from the person,Status update unavailable,
4ae15c4bc5a0d674dfb31f15b36a553b745033032b7c6068617da59c2a65fd31,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.04354,51.537984,On or near Shafton Road,E01001836,Hackney 022A,Theft from the person,Status update unavailable,
f391c4efa69bc654dfe7c63a9dca43172ed16390d34ec44224aa0d1a133c9548,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.042351,51.537469,On or near Wetherell Road,E01001836,Hackney 022A,Theft from the person,Status update unavailable,
741953e2fdad2ab5f2e3d004d2b10a91b183d95ba9e668fbf41915003853bd6d,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.041772,51.539546,On or near Lammas Road,E01001841,Hackney 022C,Theft from the person,Status update unavailable,
51358adefaba2c81f81563616f8c1a7e54ee90e2c8d6ba3d4248f490b64ba3bc,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.055975,51.536185,On or near Earlston Grove,E01001837,Hackney 023B,Theft from the person,Status update unavailable,
1ff401610f33ee6166b2c1521d23b18889e6a475cd43216d646af87507d6b987,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.051958,51.536712,On or near St Agnes Close,E01001837,Hackney 023B,Theft from the person,Status update unavailable,
d81a52683e0b1a0c26cf5a06a5e07cdabd8582d13bef856a9cbdd4f09d315cf4,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.056245,51.538977,On or near Petrol Station,E01001839,Hackney 023C,Theft from the person,Status update unavailable,
83bffc20005d43a73c926ace901a05ae1010449994aed220888661e240ffbc7c,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.055039,51.540549,On or near Pemberton Place,E01001839,Hackney 023C,Theft from the person,Investigation complete; no suspect identified,
4f701c5e733a62a2e11a383220e2fad1a97ab75e7ce14ce2de82e2ce8b805750,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.057209,51.535639,On or near Victoria Park Road,E01033704,Hackney 023F,Theft from the person,Status update unavailable,
dadfaab5c0390058bc3c0bcc324bbe3c6af33af6b6875b3f616d82f25608fb0e,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.061732,51.536766,On or near Broadway Market,E01033712,Hackney 023G,Theft from the person,Status update unavailable,
e3ae177c9ca186819c4ea403942d6765c2a30d4acf7226a3109a2fb6dd38aba6,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.058326,51.536844,On or near Beck Road,E01033712,Hackney 023G,Theft from the person,Status update unavailable,
8d26a31e551cde5afd7e3f8547d94c881ccc88db097ce924967e5f0fe251c60e,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.073587,51.537402,On or near Clarissa Street,E01001772,Hackney 024A,Theft from the person,Status update unavailable,
8d26a31e551cde5afd7e3f8547d94c881ccc88db097ce924967e5f0fe251c60e,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.073587,51.537402,On or near Clarissa Street,E01001772,Hackney 024A,Theft from the person,Status update unavailable,
a0a3503a6a1a72fc4291f828fe697e4d62c46b2c796492b44cd86afa97be0ae0,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.071337,51.538093,On or near Scriven Street,E01001772,Hackney 024A,Theft from the person,Status update unavailable,
2a3c3d77d3d45edf6334ae7d524a68f85c491bcc0f43048443c43a1bb79c4e7a,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.071191,51.536103,On or near Denne Terrace,E01001772,Hackney 024A,Theft from the person,Investigation complete; no suspect identified,
7224692380f156b8066d44cc90f7e586f90dcfa2bda8cb3093cd593ce61b0d47,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.072333,51.532615,On or near Weymouth Terrace,E01001774,Hackney 024B,Theft from the person,Investigation complete; no suspect identified,
8ced8f2c3e83a85e3c5e5038602b37aadc2f7e5d80cc0a8a95aebb5a3a56003d,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.070825,51.533507,On or near Kent Street,E01001774,Hackney 024B,Theft from the person,Investigation complete; no suspect identified,
66314b3d86f8c6e0bdbaa22b79acc2ceed97b227e32e59c785e909e99c47c22a,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.07061,51.531427,On or near Scawfell Street,E01001774,Hackney 024B,Theft from the person,Investigation complete; no suspect identified,
92c4fcab35f67ac7b214a8a552c05d9866650514abc36db870e8a4e9694802ac,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.070012,51.534996,On or near Whiston Road,E01001775,Hackney 024C,Theft from the person,Status update unavailable,
eaa6818cb3750c770b058387c9f754e0cf1e5ef0cf56309e8a8e29127d02020b,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.065761,51.533568,On or near Audrey Street,E01001775,Hackney 024C,Theft from the person,Status update unavailable,
dec694e68ce40020072514424fe0fb7dd6b7a17d83a46f624cef3f1419a8d937,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.089159,51.535723,On or near Supermarket,E01001752,Hackney 025A,Theft from the person,Status update unavailable,
5cbd9d1a229019f8c50bb6c389a9a7b4257cdbed8b32586b110b0393ed8fd821,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.081254,51.539236,On or near Downham Road,E01001753,Hackney 025B,Theft from the person,Investigation complete; no suspect identified,
68b6d77727b3e09e46ab6ee18486cb7025362673174b5189ae7fb9999d3db0e5,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.081254,51.539236,On or near Downham Road,E01001753,Hackney 025B,Theft from the person,Status update unavailable,
e14a050b8cd8a84fe6f18bf65c7523272a2bbecc5dffabf03bce67d928e80731,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.081254,51.539236,On or near Downham Road,E01001753,Hackney 025B,Theft from the person,Status update unavailable,
39f91ce5b2ba84bd81a32faee639113403c5750b1670f4b6849581236795dc5e,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.078347,51.535996,On or near Mill Row,E01001754,Hackney 025C,Theft from the person,Status update unavailable,
b58ccabcc210b95c0c6f71d6248a9422568267151e636511b78095505557304b,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.078347,51.535996,On or near Mill Row,E01001754,Hackney 025C,Theft from the person,Investigation complete; no suspect identified,
34bbc2313cdacd06e6fffe5fa5cf9cb927092b325a3eabea4b5304b067eda46a,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.078347,51.535996,On or near Mill Row,E01001754,Hackney 025C,Theft from the person,Status update unavailable,
a3e5db73fa0b309a7137820ccf607269c6310905b1699daef1a54a479905f135,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.078347,51.535996,On or near Mill Row,E01001754,Hackney 025C,Theft from the person,Investigation complete; no suspect identified,
5ed147e7caab34e0c4bf1f84461cf0dc6595b9ac09bdefdbb02e05a8bfb1e927,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.078347,51.535996,On or near Mill Row,E01001754,Hackney 025C,Theft from the person,Status update unavailable,
7a318fb176a2ac2953f8d42f29569ac73e9a38d05ae3b4a20748795d30fb52a7,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.078347,51.535996,On or near Mill Row,E01001754,Hackney 025C,Theft from the person,Investigation complete; no suspect identified,
98ddb7794d47ea1c81985b93a6f944c605977367de9b9211c4e1d23ced96ceab,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.081374,51.533285,On or near Fern Close,E01001755,Hackney 025D,Theft from the person,Status update unavailable,
89e1cde5b76ba8da7cc9c5e23da38a177b87f110cff5d0b5199aeebf7ef6d354,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.078745,51.534438,On or near Nuttall Street,E01001755,Hackney 025D,Theft from the person,Status update unavailable,
e30f4c8c5d8161d4d83443f28094306e05edca0b5e3b4707e52b1b3f8aadcbf0,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.078745,51.534438,On or near Nuttall Street,E01001755,Hackney 025D,Theft from the person,Status update unavailable,
2fee58f381e1aed8c07fedd65c5e26c28f7d566ec2c3769779ec729ec5f5f283,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076004,51.537199,On or near Dunston Street,E01001773,Hackney 025E,Theft from the person,Status update unavailable,
ac9938be1c898b11102d97439a97c2f2d4ec1490b15b3b29d6c0e9f7d949e80a,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076004,51.537199,On or near Dunston Street,E01001773,Hackney 025E,Theft from the person,Investigation complete; no suspect identified,
13a0a3a16b9362faf3be2d9a34021ec502315cb2aec63dbf17300f172d364c73,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076004,51.537199,On or near Dunston Street,E01001773,Hackney 025E,Theft from the person,Status update unavailable,
9785062f4c425d9da17a706e58ea5e3b1dc72257e38759297e49235d7c011353,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.076004,51.537199,On or near Dunston Street,E01001773,Hackney 025E,Theft from the person,Status update unavailable,
f558bc46f3f2650f56c34888b5d05d2e1aac0fbaf7f62f21300082f2f4561b87,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.075948,51.537512,On or near Acton Mews,E01001773,Hackney 025E,Theft from the person,Investigation complete; no suspect identified,
3af977299819ee51b070fee2821163f5c4891476cf107cd4fef153ad36706dae,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.075948,51.537512,On or near Acton Mews,E01001773,Hackney 025E,Theft from the person,Investigation complete; no suspect identified,
8e17ee0fde25f819ea8026a33b9ef22ce88c3f1a8e6c764d5790d347655bc4d6,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.074773,51.535614,On or near Jeger Avenue,E01001773,Hackney 025E,Theft from the person,Investigation complete; no suspect identified,
1731d603837d1726e0dfc71b7a910ac3d5c3bfd66adaba12ad2d5206ebb0cd9e,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.073825,51.535526,On or near Nursery Lane,E01001773,Hackney 025E,Theft from the person,Investigation complete; no suspect identified,
65bf7b79623ca4b86ad2f9f07fbdda4d12ef53da281c8570a85cc07d5a160e55,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.071994,51.537241,On or near Haggerston Road,E01001773,Hackney 025E,Theft from the person,Investigation complete; no suspect identified,
49ae63f909580905c78f4a45f24cc4a319b5aaf9854c75b8f5f71c7e131a056e,2017-07,Metropolitan Police Service,Metropolitan Police Service,-0.077146,51.533359,On or near Kingsland Road,E01001776,Hackney 025F,Theft from the person,Status update unavailable,
